block,species,chr,chr_beg,chr_end,orientation
116,STPY.0321.00012,1,335084,340867,-
116,STPY.0321.00081,1,373870,379637,-
116,STPY.0321.00045,1,332091,337858,-
116,STPY.0321.00004,1,1579115,1584880,+
116,STPY.0321.00006,1,1522658,1528423,+
116,STPY.0321.00196,1,1505204,1510971,+
116,STPY.0321.00015,1,332215,337983,-
116,STPY.0321.00025,1,1500529,1506294,+
116,STPY.0321.00022,1,1496103,1501871,+
116,STPY.0321.00149,1,332506,338273,-
116,STPY.0321.00026,1,330943,336707,-
116,STPY.0321.00016,1,362687,368470,-
117,STPY.0321.00072,1,1500787,1506480,+
117,STPY.0321.00071,1,1541850,1547543,+
117,STPY.0321.00070,1,1492441,1498134,+
117,STPY.0321.00079,1,329258,334952,-
117,STPY.0321.00080,1,361342,367035,-
117,STPY.0321.00062,1,1501535,1507228,+
117,STPY.0321.00061,1,1569844,1575537,+
117,STPY.0321.00082,1,330645,336339,-
117,STPY.0321.00057,1,1569844,1575537,+
117,STPY.0321.00067,1,332679,338373,-
117,STPY.0321.00065,1,1542322,1548015,+
117,STPY.0321.00066,1,329258,334952,-
117,STPY.0321.00064,1,313596,319290,-
117,STPY.0321.00077,1,1557807,1563500,+
117,STPY.0321.00101,1,349863,355557,-
117,STPY.0321.00102,1,325911,331605,-
117,STPY.0321.00108,1,1581759,1587452,+
117,STPY.0321.00103,1,321526,327220,-
117,STPY.0321.00109,1,1419592,1425285,+
117,STPY.0321.00105,1,320830,326524,-
117,STPY.0321.00087,1,1453120,1458813,+
117,STPY.0321.00097,1,325523,331217,-
117,STPY.0321.00089,1,322639,328333,-
117,STPY.0321.00075,1,1501546,1507239,+
117,STPY.0321.00083,1,365914,371608,-
117,STPY.0321.00086,1,401950,407644,-
117,STPY.0321.00085,1,1470900,1476593,+
117,STPY.0321.00094,1,328114,333807,-
117,STPY.0321.00096,1,314092,319786,-
117,STPY.0321.00093,1,313925,319619,-
117,STPY.0321.00091,1,347569,353263,-
117,STPY.0321.00217,1,1254339,1260033,-
117,STPY.0321.00219,1,472864,478557,+
117,STPY.0321.00213,1,345523,351217,-
117,STPY.0321.00216,1,1574784,1580477,+
117,STPY.0321.00197,1,356990,362684,-
117,STPY.0321.00203,1,329411,335105,-
117,STPY.0321.00218,1,1499413,1505107,+
117,STPY.0321.00204,1,327007,332700,-
117,STPY.0321.00199,1,315310,321004,-
117,STPY.0321.00110,1,1385378,1391072,-
117,STPY.0321.00200,1,354868,360561,-
117,STPY.0321.00099,1,1536073,1541766,+
117,STPY.0321.00051,1,1586891,1592584,+
117,STPY.0321.00198,1,1575741,1581434,+
117,STPY.0321.00128,1,357286,362980,-
117,STPY.0321.00033,1,325157,330850,-
117,STPY.0321.00130,1,357286,362980,-
117,STPY.0321.00129,1,357287,362981,-
117,STPY.0321.00127,1,1511721,1517414,+
117,STPY.0321.00208,1,320744,326437,-
117,STPY.0321.00068,1,1501138,1506831,+
117,STPY.0321.00050,1,409178,414872,-
117,STPY.0321.00201,1,325454,331148,-
117,STPY.0321.00056,1,1503152,1508845,+
117,STPY.0321.00133,1,321648,327342,-
117,STPY.0321.00134,1,1480065,1485758,+
117,STPY.0321.00078,1,1502270,1507963,+
117,STPY.0321.00132,1,1570546,1576239,+
117,STPY.0321.00115,1,1756165,1761858,+
117,STPY.0321.00001,1,320997,326691,-
117,STPY.0321.00053,1,326450,332144,-
117,STPY.0321.00090,1,1508616,1514308,+
117,STPY.0321.00202,1,326352,332046,-
117,STPY.0321.00048,1,338654,344348,-
117,STPY.0321.00113,1,320688,326382,-
117,STPY.0321.00114,1,320763,326457,-
117,STPY.0321.00121,1,326660,332354,-
117,STPY.0321.00137,1,321387,327081,-
117,STPY.0321.00161,1,326573,332267,-
117,STPY.0321.00007,1,1581457,1587150,+
117,STPY.0321.00205,1,323318,329004,-
117,STPY.0321.00131,1,343967,349661,-
117,STPY.0321.00147,1,1463371,1469064,+
117,STPY.0321.00126,1,317144,322830,-
117,STPY.0321.00098,1,1493295,1498988,+
117,STPY.0321.00116,1,864514,870208,-
117,STPY.0321.00156,1,354483,360177,-
117,STPY.0321.00187,1,322564,328250,-
117,STPY.0321.00120,1,1481765,1487458,+
117,STPY.0321.00100,1,1460803,1466496,+
117,STPY.0321.00032,1,1542371,1548052,+
117,STPY.0321.00195,1,324826,330520,-
117,STPY.0321.00084,1,1440801,1446493,+
117,STPY.0321.00215,1,317547,323241,-
117,STPY.0321.00148,1,346010,351704,-
117,STPY.0321.00104,1,344587,350281,-
117,STPY.0321.00171,1,326962,332656,-
117,STPY.0321.00003,1,1575246,1580939,+
117,STPY.0321.00162,1,365924,371618,-
117,STPY.0321.00160,1,326888,332582,-
117,STPY.0321.00142,1,1520807,1526500,+
117,STPY.0321.00063,1,326663,332356,-
117,STPY.0321.00107,1,1478043,1483736,+
117,STPY.0321.00140,1,313910,319604,-
117,STPY.0321.00073,1,1503363,1509056,+
117,STPY.0321.00125,1,323115,328801,-
117,STPY.0321.00123,1,323143,328829,-
117,STPY.0321.00136,1,1405219,1410912,+
117,STPY.0321.00194,1,324419,330113,-
117,STPY.0321.00145,1,315113,320807,-
117,STPY.0321.00059,1,320639,326332,-
117,STPY.0321.00135,1,1526606,1532299,+
117,STPY.0321.00151,1,1452686,1458373,+
117,STPY.0321.00005,1,326056,331750,-
117,STPY.0321.00206,1,322345,328039,-
117,STPY.0321.00139,1,142207,147901,-
117,STPY.0321.00143,1,339851,345545,-
117,STPY.0321.00176,1,1591523,1597216,+
117,STPY.0321.00088,1,1545464,1551156,+
117,STPY.0321.00163,1,1543289,1548981,+
117,STPY.0321.00174,1,329147,334841,-
117,STPY.0321.00037,1,326302,331995,-
117,STPY.0321.00153,1,1180922,1186615,+
117,STPY.0321.00044,1,312487,318181,-
117,STPY.0321.00164,1,326306,331999,-
117,STPY.0321.00060,1,320998,326692,-
117,STPY.0321.00166,1,1566822,1572515,+
117,STPY.0321.00192,1,1615256,1620965,-
117,STPY.0321.00193,1,1511806,1517499,+
117,STPY.0321.00154,1,1483419,1489112,+
117,STPY.0321.00055,1,327195,332888,-
117,STPY.0321.00155,1,1425467,1431160,+
117,STPY.0321.00074,1,1503584,1509277,+
117,STPY.0321.00167,1,1473807,1479500,+
117,STPY.0321.00112,1,325593,331287,-
117,STPY.0321.00169,1,317778,323472,-
117,STPY.0321.00144,1,331487,337181,-
117,STPY.0321.00157,1,1572880,1578573,+
117,STPY.0321.00168,1,327552,333246,-
117,STPY.0321.00041,1,1586383,1592076,+
117,STPY.0321.00146,1,1508226,1513919,+
117,STPY.0321.00119,1,1501033,1506726,+
117,STPY.0321.00118,1,1552958,1558643,+
117,STPY.0321.00049,1,1556577,1562270,+
117,STPY.0321.00046,1,320896,326590,-
117,STPY.0321.00043,1,1502808,1508501,+
117,STPY.0321.00152,1,326619,332313,-
117,STPY.0321.00141,1,334893,340581,-
117,STPY.0321.00038,1,410965,416658,+
117,STPY.0321.00117,1,350181,355875,-
117,STPY.0321.00122,1,329160,334854,-
117,STPY.0321.00042,1,321117,326811,-
117,STPY.0321.00028,1,324620,330314,-
117,STPY.0321.00019,1,1447228,1452921,+
117,STPY.0321.00092,1,313081,318775,-
117,STPY.0321.00124,1,1594809,1600494,+
117,STPY.0321.00207,1,325233,330927,-
117,STPY.0321.00209,1,320744,326437,-
117,STPY.0321.00214,1,325445,331139,-
117,STPY.0321.00191,1,1582891,1588584,+
117,STPY.0321.00211,1,315149,320843,-
117,STPY.0321.00138,1,1470571,1476264,+
117,STPY.0321.00002,1,1317498,1323192,-
117,STPY.0321.00212,1,315146,320840,-
117,STPY.0321.00210,1,1599323,1605016,+
117,STPY.0321.00173,1,307267,312961,-
117,STPY.0321.00175,1,323100,328794,-
117,STPY.0321.00172,1,1497594,1503287,+
117,STPY.0321.00170,1,334820,340508,-
117,STPY.0321.00069,1,326287,331981,-
117,STPY.0321.00179,1,1448651,1454344,+
117,STPY.0321.00182,1,326755,332449,-
117,STPY.0321.00189,1,334812,340500,-
117,STPY.0321.00010,1,314286,319980,-
117,STPY.0321.00024,1,1501107,1506800,+
117,STPY.0321.00058,1,1542702,1548395,+
117,STPY.0321.00021,1,1381468,1387161,+
117,STPY.0321.00159,1,1553200,1558885,+
117,STPY.0321.00178,1,325520,331214,-
117,STPY.0321.00188,1,349901,355595,-
117,STPY.0321.00040,1,322339,328033,-
117,STPY.0321.00106,1,358852,364546,-
117,STPY.0321.00017,1,329161,334855,-
117,STPY.0321.00186,1,343851,349545,-
117,STPY.0321.00111,1,345772,351466,-
117,STPY.0321.00030,1,315430,321124,-
117,STPY.0321.00185,1,325447,331141,-
117,STPY.0321.00190,1,1503732,1509425,+
117,STPY.0321.00180,1,1487078,1492771,+
117,STPY.0321.00181,1,316287,321981,-
117,STPY.0321.00023,1,1546299,1551992,+
117,STPY.0321.00184,1,1473210,1478903,+
117,STPY.0321.00183,1,326304,331997,-
117,STPY.0321.00165,1,327587,333281,-
117,STPY.0321.00047,1,1543668,1549361,+
117,STPY.0321.00095,1,314741,320435,-
117,STPY.0321.00039,1,1497662,1503355,+
117,STPY.0321.00036,1,1626932,1632625,+
117,STPY.0321.00076,1,1544642,1550335,+
117,STPY.0321.00035,1,341485,347179,-
117,STPY.0321.00027,1,326230,331924,-
117,STPY.0321.00031,1,334748,340436,-
117,STPY.0321.00034,1,325429,331123,-
117,STPY.0321.00158,1,1266992,1272685,+
117,STPY.0321.00052,1,1554699,1560392,+
117,STPY.0321.00029,1,350101,355795,-
117,STPY.0321.00054,1,1544380,1550073,+
117,STPY.0321.00150,1,321648,327342,-
117,STPY.0321.00177,1,1450669,1456361,+
117,STPY.0321.00011,1,322804,328490,-
117,STPY.0321.00009,1,1528825,1534518,+
117,STPY.0321.00020,1,322794,328480,-
117,STPY.0321.00008,1,315149,320843,-
117,STPY.0321.00013,1,1547949,1553642,+
117,STPY.0321.00014,1,326907,332601,-
117,STPY.0321.00018,1,322815,328501,-
117,STPY.0321.00012,1,329351,335045,-
117,STPY.0321.00081,1,368137,373831,-
117,STPY.0321.00045,1,326358,332052,-
117,STPY.0321.00004,1,1584919,1590612,+
117,STPY.0321.00006,1,1528462,1534155,+
117,STPY.0321.00196,1,1511010,1516703,+
117,STPY.0321.00015,1,326482,332176,-
117,STPY.0321.00025,1,1506333,1512026,+
117,STPY.0321.00022,1,1501910,1507603,+
117,STPY.0321.00149,1,326773,332467,-
117,STPY.0321.00026,1,325210,330904,-
117,STPY.0321.00016,1,356954,362648,-
118,STPY.0321.00072,1,1506482,1512943,+
118,STPY.0321.00071,1,1547545,1554006,+
118,STPY.0321.00070,1,1498136,1504597,+
118,STPY.0321.00079,1,322795,329257,-
118,STPY.0321.00080,1,354879,361341,-
118,STPY.0321.00062,1,1507230,1513691,+
118,STPY.0321.00061,1,1575539,1582000,+
118,STPY.0321.00082,1,324183,330644,-
118,STPY.0321.00057,1,1575539,1582000,+
118,STPY.0321.00067,1,326218,332678,-
118,STPY.0321.00065,1,1548017,1554478,+
118,STPY.0321.00066,1,322795,329257,-
118,STPY.0321.00064,1,307133,313595,-
118,STPY.0321.00077,1,1563502,1569963,+
118,STPY.0321.00101,1,343401,349862,-
118,STPY.0321.00102,1,319449,325910,-
118,STPY.0321.00108,1,1587454,1593913,+
118,STPY.0321.00103,1,315063,321525,-
118,STPY.0321.00109,1,1425287,1431748,+
118,STPY.0321.00105,1,314368,320829,-
118,STPY.0321.00087,1,1458815,1465274,+
118,STPY.0321.00097,1,319060,325522,-
118,STPY.0321.00089,1,316178,322638,-
118,STPY.0321.00075,1,1507241,1513702,+
118,STPY.0321.00083,1,359451,365913,-
118,STPY.0321.00086,1,395488,401949,-
118,STPY.0321.00085,1,1476595,1483056,+
118,STPY.0321.00094,1,321653,328113,-
118,STPY.0321.00096,1,307629,314091,-
118,STPY.0321.00093,1,307464,313924,-
118,STPY.0321.00091,1,341106,347568,-
118,STPY.0321.00217,1,1247878,1254338,-
118,STPY.0321.00219,1,478559,485020,+
118,STPY.0321.00213,1,339051,345522,-
118,STPY.0321.00216,1,1580479,1586938,+
118,STPY.0321.00197,1,349427,356989,-
118,STPY.0321.00203,1,322948,329410,-
118,STPY.0321.00218,1,1505109,1511569,+
118,STPY.0321.00204,1,320545,327006,-
118,STPY.0321.00199,1,308849,315309,-
118,STPY.0321.00110,1,1378916,1385377,-
118,STPY.0321.00200,1,348406,354867,-
118,STPY.0321.00099,1,1541768,1548227,+
118,STPY.0321.00051,1,1592586,1599047,+
118,STPY.0321.00198,1,1581436,1587895,+
118,STPY.0321.00128,1,350823,357285,-
118,STPY.0321.00033,1,318695,325156,-
118,STPY.0321.00130,1,350823,357285,-
118,STPY.0321.00129,1,350824,357286,-
118,STPY.0321.00127,1,1517416,1523876,+
118,STPY.0321.00208,1,314283,320743,-
118,STPY.0321.00068,1,1506833,1513294,+
118,STPY.0321.00050,1,402717,409177,-
118,STPY.0321.00201,1,318992,325453,-
118,STPY.0321.00056,1,1508847,1515308,+
118,STPY.0321.00133,1,315186,321647,-
118,STPY.0321.00134,1,1485760,1492220,+
118,STPY.0321.00078,1,1507965,1514426,+
118,STPY.0321.00132,1,1576241,1582703,+
118,STPY.0321.00115,1,1761860,1768320,+
118,STPY.0321.00001,1,314534,320996,-
118,STPY.0321.00053,1,319987,326449,-
118,STPY.0321.00090,1,1514310,1520770,+
118,STPY.0321.00202,1,319889,326351,-
118,STPY.0321.00048,1,332192,338653,-
118,STPY.0321.00113,1,314225,320687,-
118,STPY.0321.00114,1,314300,320762,-
118,STPY.0321.00121,1,320197,326659,-
118,STPY.0321.00137,1,314925,321386,-
118,STPY.0321.00161,1,320111,326572,-
118,STPY.0321.00007,1,1587152,1593611,+
118,STPY.0321.00205,1,316856,323317,-
118,STPY.0321.00131,1,337505,343966,-
118,STPY.0321.00147,1,1469066,1475527,+
118,STPY.0321.00126,1,310682,317143,-
118,STPY.0321.00098,1,1498990,1505449,+
118,STPY.0321.00116,1,858052,864513,-
118,STPY.0321.00156,1,348019,354482,-
118,STPY.0321.00187,1,316102,322563,-
118,STPY.0321.00120,1,1487460,1493921,+
118,STPY.0321.00100,1,1466498,1472956,+
118,STPY.0321.00032,1,1548054,1554514,+
118,STPY.0321.00195,1,318364,324825,-
118,STPY.0321.00084,1,1446495,1452956,+
118,STPY.0321.00215,1,311088,317546,-
118,STPY.0321.00148,1,339547,346009,-
118,STPY.0321.00104,1,338125,344586,-
118,STPY.0321.00171,1,320499,326961,-
118,STPY.0321.00003,1,1580941,1587400,+
118,STPY.0321.00162,1,359446,365923,-
118,STPY.0321.00160,1,320425,326887,-
118,STPY.0321.00142,1,1526502,1532963,+
118,STPY.0321.00063,1,320201,326662,-
118,STPY.0321.00107,1,1483738,1490199,+
118,STPY.0321.00140,1,307447,313909,-
118,STPY.0321.00073,1,1509058,1515519,+
118,STPY.0321.00125,1,316653,323114,-
118,STPY.0321.00123,1,316681,323142,-
118,STPY.0321.00136,1,1410914,1417374,+
118,STPY.0321.00194,1,317956,324418,-
118,STPY.0321.00145,1,308650,315112,-
118,STPY.0321.00059,1,314177,320638,-
118,STPY.0321.00135,1,1532301,1538762,+
118,STPY.0321.00151,1,1458375,1464835,+
118,STPY.0321.00005,1,319593,326055,-
118,STPY.0321.00206,1,315883,322344,-
118,STPY.0321.00139,1,135744,142206,-
118,STPY.0321.00143,1,333388,339850,-
118,STPY.0321.00176,1,1597218,1603679,+
118,STPY.0321.00088,1,1551158,1557619,+
118,STPY.0321.00163,1,1548983,1555444,+
118,STPY.0321.00174,1,322684,329146,-
118,STPY.0321.00037,1,319840,326301,-
118,STPY.0321.00153,1,1186617,1193077,+
118,STPY.0321.00044,1,306024,312486,-
118,STPY.0321.00164,1,319844,326305,-
118,STPY.0321.00060,1,314535,320997,-
118,STPY.0321.00166,1,1572517,1578978,+
118,STPY.0321.00192,1,1215126,1221545,+
118,STPY.0321.00193,1,1517501,1523962,+
118,STPY.0321.00154,1,1489114,1495574,+
118,STPY.0321.00055,1,320733,327194,-
118,STPY.0321.00155,1,1431162,1437622,+
118,STPY.0321.00074,1,1509279,1515740,+
118,STPY.0321.00167,1,1479502,1485963,+
118,STPY.0321.00112,1,319130,325592,-
118,STPY.0321.00169,1,310215,317777,-
118,STPY.0321.00144,1,325011,331486,-
118,STPY.0321.00157,1,1578575,1585037,+
118,STPY.0321.00168,1,321090,327551,-
118,STPY.0321.00041,1,1592078,1598539,+
118,STPY.0321.00146,1,1513921,1520382,+
118,STPY.0321.00119,1,1506728,1513189,+
118,STPY.0321.00118,1,1558645,1565105,+
118,STPY.0321.00049,1,1562272,1568733,+
118,STPY.0321.00046,1,314433,320895,-
118,STPY.0321.00043,1,1508503,1514964,+
118,STPY.0321.00152,1,320156,326618,-
118,STPY.0321.00141,1,328431,334892,-
118,STPY.0321.00038,1,416660,423120,+
118,STPY.0321.00117,1,343719,350180,-
118,STPY.0321.00122,1,322697,329159,-
118,STPY.0321.00042,1,314654,321116,-
118,STPY.0321.00028,1,318157,324619,-
118,STPY.0321.00019,1,1452923,1459383,+
118,STPY.0321.00092,1,306619,313080,-
118,STPY.0321.00124,1,1600496,1606956,+
118,STPY.0321.00207,1,318770,325232,-
118,STPY.0321.00209,1,314283,320743,-
118,STPY.0321.00214,1,318983,325444,-
118,STPY.0321.00191,1,1588586,1595046,+
118,STPY.0321.00211,1,308687,315148,-
118,STPY.0321.00138,1,1476266,1482727,+
118,STPY.0321.00002,1,1311035,1317497,-
118,STPY.0321.00212,1,308684,315145,-
118,STPY.0321.00210,1,1605018,1611479,+
118,STPY.0321.00173,1,300805,307266,-
118,STPY.0321.00175,1,316639,323099,-
118,STPY.0321.00172,1,1503289,1509750,+
118,STPY.0321.00170,1,328358,334819,-
118,STPY.0321.00069,1,319824,326286,-
118,STPY.0321.00179,1,1454346,1460806,+
118,STPY.0321.00182,1,320292,326754,-
118,STPY.0321.00189,1,328350,334811,-
118,STPY.0321.00010,1,307824,314285,-
118,STPY.0321.00024,1,1506802,1513263,+
118,STPY.0321.00058,1,1548397,1554858,+
118,STPY.0321.00021,1,1387163,1393623,+
118,STPY.0321.00159,1,1558887,1565347,+
118,STPY.0321.00178,1,319058,325519,-
118,STPY.0321.00188,1,343439,349900,-
118,STPY.0321.00040,1,315878,322338,-
118,STPY.0321.00106,1,352391,358851,-
118,STPY.0321.00017,1,322698,329160,-
118,STPY.0321.00186,1,337389,343850,-
118,STPY.0321.00111,1,339310,345771,-
118,STPY.0321.00030,1,308968,315429,-
118,STPY.0321.00185,1,318985,325446,-
118,STPY.0321.00190,1,1509427,1515888,+
118,STPY.0321.00180,1,1492773,1499234,+
118,STPY.0321.00181,1,309824,316286,-
118,STPY.0321.00023,1,1551994,1558455,+
118,STPY.0321.00184,1,1478905,1485365,+
118,STPY.0321.00183,1,319842,326303,-
118,STPY.0321.00165,1,321124,327586,-
118,STPY.0321.00047,1,1549363,1555824,+
118,STPY.0321.00095,1,308279,314740,-
118,STPY.0321.00039,1,1503357,1509818,+
118,STPY.0321.00036,1,1632627,1639086,+
118,STPY.0321.00076,1,1550337,1556798,+
118,STPY.0321.00035,1,335022,341484,-
118,STPY.0321.00027,1,319767,326229,-
118,STPY.0321.00031,1,328286,334747,-
118,STPY.0321.00034,1,318967,325428,-
118,STPY.0321.00158,1,1272687,1279148,+
118,STPY.0321.00052,1,1560394,1566855,+
118,STPY.0321.00029,1,343639,350100,-
118,STPY.0321.00054,1,1550075,1556536,+
118,STPY.0321.00150,1,315186,321647,-
118,STPY.0321.00177,1,1456363,1462822,+
118,STPY.0321.00011,1,316342,322803,-
118,STPY.0321.00009,1,1534520,1540980,+
118,STPY.0321.00020,1,316332,322793,-
118,STPY.0321.00008,1,308687,315148,-
118,STPY.0321.00013,1,1553644,1560103,+
118,STPY.0321.00014,1,320444,326906,-
118,STPY.0321.00018,1,316353,322814,-
118,STPY.0321.00012,1,322888,329350,-
118,STPY.0321.00081,1,361676,368136,-
118,STPY.0321.00045,1,319895,326357,-
118,STPY.0321.00004,1,1590614,1597074,+
118,STPY.0321.00006,1,1534157,1540618,+
118,STPY.0321.00196,1,1516705,1523166,+
118,STPY.0321.00015,1,320019,326481,-
118,STPY.0321.00025,1,1512028,1518488,+
118,STPY.0321.00022,1,1507605,1514066,+
118,STPY.0321.00149,1,320311,326772,-
118,STPY.0321.00026,1,318748,325209,-
118,STPY.0321.00016,1,350491,356953,-
119,STPY.0321.00072,1,1512945,1521537,+
119,STPY.0321.00071,1,1554008,1562600,+
119,STPY.0321.00070,1,1504599,1513191,+
119,STPY.0321.00079,1,314202,322794,-
119,STPY.0321.00080,1,346287,354878,-
119,STPY.0321.00062,1,1513693,1522285,+
119,STPY.0321.00061,1,1582002,1590591,+
119,STPY.0321.00082,1,315593,324182,-
119,STPY.0321.00057,1,1582002,1590591,+
119,STPY.0321.00067,1,317626,326217,-
119,STPY.0321.00065,1,1554480,1563072,+
119,STPY.0321.00066,1,314202,322794,-
119,STPY.0321.00064,1,298550,307132,-
119,STPY.0321.00077,1,1569965,1578557,+
119,STPY.0321.00101,1,334818,343400,-
119,STPY.0321.00102,1,310857,319448,-
119,STPY.0321.00108,1,1593915,1602504,+
119,STPY.0321.00103,1,306469,315062,-
119,STPY.0321.00109,1,1431750,1440342,+
119,STPY.0321.00105,1,305776,314367,-
119,STPY.0321.00087,1,1465276,1473867,+
119,STPY.0321.00097,1,310467,319059,-
119,STPY.0321.00089,1,307587,316177,-
119,STPY.0321.00075,1,1513704,1522296,+
119,STPY.0321.00083,1,350859,359450,-
119,STPY.0321.00086,1,386895,395487,-
119,STPY.0321.00085,1,1483058,1491649,+
119,STPY.0321.00094,1,313060,321652,-
119,STPY.0321.00096,1,299036,307628,-
119,STPY.0321.00093,1,298874,307463,-
119,STPY.0321.00091,1,332513,341105,-
119,STPY.0321.00217,1,1239288,1247877,-
119,STPY.0321.00219,1,485022,493614,+
119,STPY.0321.00213,1,329153,337735,-
119,STPY.0321.00216,1,1586940,1595529,+
119,STPY.0321.00197,1,339764,348327,-
119,STPY.0321.00203,1,314355,322947,-
119,STPY.0321.00218,1,1511571,1520162,+
119,STPY.0321.00204,1,311954,320544,-
119,STPY.0321.00199,1,300259,308848,-
119,STPY.0321.00110,1,1370333,1378915,-
119,STPY.0321.00200,1,339814,348405,-
119,STPY.0321.00099,1,1548229,1556821,+
119,STPY.0321.00051,1,1599049,1607641,+
119,STPY.0321.00198,1,1587897,1596486,+
119,STPY.0321.00128,1,342231,350822,-
119,STPY.0321.00033,1,310102,318694,-
119,STPY.0321.00130,1,342231,350822,-
119,STPY.0321.00129,1,342232,350823,-
119,STPY.0321.00127,1,1523878,1532471,+
119,STPY.0321.00208,1,305691,314282,-
119,STPY.0321.00068,1,1513296,1521888,+
119,STPY.0321.00050,1,394125,402716,-
119,STPY.0321.00201,1,310409,318991,-
119,STPY.0321.00056,1,1515310,1523902,+
119,STPY.0321.00133,1,306593,315185,-
119,STPY.0321.00134,1,1492222,1500812,+
119,STPY.0321.00078,1,1514428,1523020,+
119,STPY.0321.00132,1,1582705,1591296,+
119,STPY.0321.00115,1,1768322,1776912,+
119,STPY.0321.00001,1,305941,314533,-
119,STPY.0321.00053,1,311394,319986,-
119,STPY.0321.00090,1,1520772,1529364,+
119,STPY.0321.00202,1,311296,319888,-
119,STPY.0321.00048,1,323601,332191,-
119,STPY.0321.00113,1,305632,314224,-
119,STPY.0321.00114,1,305707,314299,-
119,STPY.0321.00121,1,311604,320196,-
119,STPY.0321.00137,1,306332,314924,-
119,STPY.0321.00161,1,311519,320110,-
119,STPY.0321.00007,1,1593613,1602202,+
119,STPY.0321.00205,1,308264,316855,-
119,STPY.0321.00131,1,328922,337504,-
119,STPY.0321.00147,1,1475529,1484121,+
119,STPY.0321.00126,1,302090,310681,-
119,STPY.0321.00098,1,1505451,1514034,+
119,STPY.0321.00116,1,849461,858051,-
119,STPY.0321.00156,1,339427,348018,-
119,STPY.0321.00187,1,307510,316101,-
119,STPY.0321.00120,1,1493923,1502515,+
119,STPY.0321.00100,1,1472958,1481550,+
119,STPY.0321.00032,1,1554516,1563108,+
119,STPY.0321.00195,1,309781,318363,-
119,STPY.0321.00084,1,1452958,1461549,+
119,STPY.0321.00215,1,302495,311087,-
119,STPY.0321.00148,1,330956,339546,-
119,STPY.0321.00104,1,329533,338124,-
119,STPY.0321.00171,1,311905,320498,-
119,STPY.0321.00003,1,1587402,1595991,+
119,STPY.0321.00162,1,349783,358346,-
119,STPY.0321.00160,1,311832,320424,-
119,STPY.0321.00142,1,1532965,1541557,+
119,STPY.0321.00063,1,311608,320200,-
119,STPY.0321.00107,1,1490201,1498792,+
119,STPY.0321.00140,1,298854,307446,-
119,STPY.0321.00073,1,1515521,1524113,+
119,STPY.0321.00125,1,308061,316652,-
